,id,bim360_account_id,name,trade,category,address_line1,address_line2,city,state_or_province,postal_code,country,phone,website_url,description,erp_id,tax_id,status,created_at,project_size,user_size,custom_properties
566,7de0287b-de38-401e-8835-22103293c876,49df69ab-c266-4d49-951c-031b16f7a31f,"Mid America Precast, Inc.",Other,Subcontractor,,,,,,US,,,,,,,2015-08-27 02:32:54.757839,1.0,0.0,
567,fd8de24b-c2af-407f-8a6e-44adb6146ac5,49df69ab-c266-4d49-951c-031b16f7a31f,City of Edgerton,Other,Subcontractor,,,,,,US,,,,,,,2015-08-27 02:33:36.892368,1.0,0.0,
568,78d08f9d-7625-49af-9ad3-f4d9e00e2504,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:31:05 UTC 0765c2cb-3353-4c26-a24e-e80641681c1e,07,Subcontractor,200 Menefee St.,PO Box 1026,Covington,TN,38019,US,901-476-5958,,"API Sheet Metal, LLC",,,deleted,2015-08-27 02:33:09.171957,1.0,,
569,368ad4d5-a4b7-414f-87ee-7f1c65642d17,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:31:12 UTC 599d3763-cf68-48de-9667-992fdcb26e6c,Sitework,Subcontractor,636 Marshall Rd.,P.O. Box 238,Valley Park,MO,63088,US,,,Sitework,,,deleted,2015-08-27 02:32:53.288405,1.0,,
570,d6b43add-57f4-4057-9ff2-ee056310fce9,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:31:17 UTC 31222513-91f5-4f94-a232-06ebeae26337,Concrete,Subcontractor,4316 Kensington,P.O. Box 190246,St. Louis,MO,63128,US,314-487-6020,,,,,deleted,2015-08-27 02:33:38.117727,1.0,,
571,eeeb7102-9dfe-492f-90ed-bdd5b08ebd31,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:31:22 UTC c1f20d7e-eabb-4936-a4ce-49531c7511bd,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:32:56.490664,1.0,,
572,e49bc235-f07c-44b8-b636-d2391d449d10,49df69ab-c266-4d49-951c-031b16f7a31f,Midwest Decorating,Paint,Subcontractor,,,,,,US,,,,,,,2015-08-27 02:33:12.432937,1.0,0.0,
573,1e316ccf-26de-456b-9332-4c0ba596775f,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:31:30 UTC 396489ed-cba4-43d6-8692-62a2ae38383f,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:20.951444,1.0,,
574,86754e6f-d61e-4a4a-a97a-15215cfebdbe,49df69ab-c266-4d49-951c-031b16f7a31f,Western Waterproofing,Other,Subcontractor,,,,,,US,,,,,,,2015-08-27 02:33:17.065491,1.0,0.0,
575,70a034b9-1fd0-496d-a17a-266ece012f94,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:31:38 UTC caac3515-7b28-46d8-9b41-6a49115cae25,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:09.528942,1.0,,
576,51682ef4-1ffd-459f-b3c8-b95dcc9195ea,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2017-07-26 13:19:44 UTC 5e07f9dd-9005-4a9d-842b-e9241eec82b2,Roofing,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:31.352415,0.0,0.0,
577,27dbe9a0-c898-42f6-847e-e153d338270e,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:31:26 UTC 0e91a455-0da1-4c46-8f11-432ad0277941,Other,Subcontractor,10 P and N Drive,,Greenville,SC,29611,US,864-277-9460,,"Overhead Door of Greenville, SC",,,deleted,2015-08-27 02:33:36.240736,1.0,,
578,d2d1a386-e5e7-4942-ac6f-4a22d36aa4be,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:31:51 UTC 71c6edee-d1c0-4285-9e10-bfc11de38624,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:32.199141,1.0,,
579,8a6f86d6-3093-4f7c-9bc2-d24e483bb634,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:33:13 UTC a3c46045-ad97-4bc1-a2ad-b054bdbac30e,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:20.50618,1.0,,
580,3469cd45-0508-494b-98b2-2f258e91f282,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:33:18 UTC 30d5c9b9-196d-4f1e-aa4c-dabc7a928114,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:32:55.648397,1.0,,
581,af7c300f-62a1-425e-b717-13e57f8c1688,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:33:23 UTC 7d669766-2f82-4401-919a-3089f9eb8d07,Drywall,Subcontractor,1600 N. Oak St.,,Champaign,IL,61820,US,217.352.2599,,,,,deleted,2015-08-27 02:32:59.610913,1.0,,
582,0dd57f58-e47e-48a8-9616-f0e38f1557d5,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:42:36 UTC 093687e6-72b0-4182-8d9e-ece80904444b,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:18.6117,1.0,,
583,4a090161-2a8e-4925-8d0e-c9966e2491d6,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:42:42 UTC 66e9a6b8-8eac-4fd9-987f-c164451ca319,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:08.852161,1.0,,
584,58a2fd93-4a76-48c0-91e1-e7c6e93d0ba0,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:33:30 UTC 9943c949-78e5-422c-afbd-5ea9ab7a2014,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:07.215248,1.0,,
585,f0476408-f3ea-4155-9f94-d523b0a9e926,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:33:46 UTC 9f5c390f-4aff-4b02-b8fc-950a2d23ff80,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:19.462432,1.0,,
586,51288c81-7a0c-4b33-8078-1593911b3b03,49df69ab-c266-4d49-951c-031b16f7a31f,Traffic Control & Protections,Other,Subcontractor,31 W. 351 North Ave,,West Chicago,IL,60185-1085,US,,,,,,,2015-08-27 02:33:13.362591,1.0,0.0,
587,0cc69b17-95ed-471a-9b65-ce971f4d7a41,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:33:54 UTC 395601b7-3422-4b28-bcfd-fcb33a66ab8f,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:04.445652,1.0,,
588,91ccec63-8802-4639-bd40-f58de0496686,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:33:59 UTC b773b313-153e-4c0b-ae8a-5d8bcf3fb33e,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:39.975263,2.0,,
589,1642c883-fc50-4f17-b3f2-cb81b56ac6c8,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:34:04 UTC 03d5db89-bdfe-44fb-8a42-685cdc36c777,09,Subcontractor,2690 Main Ext.,,Greenville,MS,38701,US,662-335-2069,,"Willmer Painting Contractors, Inc.",,,deleted,2015-08-27 02:33:44.654171,1.0,,
590,76e08191-8e79-496c-98ba-fb60dd22c3fc,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:34:10 UTC 09746c49-a75f-4a82-9a43-15f6584e9c9d,Other,Subcontractor,201 Broadway,,Quincy,IL,62301,US,217-222-0558,,,,,deleted,2015-08-27 02:33:43.098868,2.0,,
591,8bbd6e3b-c8d7-4b71-b458-594001452326,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:34:15 UTC 4f8511f7-6a39-41e5-98b5-c6e9cf22b40a,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:43.638157,1.0,,
592,d8aa5679-6454-4cc2-89b1-fab6a7a5c90a,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:34:21 UTC 253ee71e-5541-44ce-9942-5a9c3cc99184,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:43.740184,1.0,,
593,725eb7ce-8498-4a76-b58d-2d6ed4205677,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:34:27 UTC 2ba72087-0d12-42b1-b81c-7ab9c1cc8655,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:22.175748,1.0,,
594,dc4e37a6-c332-46b7-8ff0-d1d51ce8b99a,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:34:33 UTC 644c6f83-3c44-40e7-a630-c6aa256d2dd8,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:22.885248,1.0,,
595,3512b110-d339-4f36-834e-6fdaac8c7083,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:34:37 UTC 70449a4a-9caa-492f-99cd-a20d13e0193a,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:08.059015,3.0,,
596,21e5dc8a-2b26-47ab-a086-19d83580c051,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:34:49 UTC f8fc9ed7-699e-46f7-96eb-825697add799,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:32.956151,1.0,,
597,dcf4cdce-04b6-4235-92fa-23a4d4b0dd5d,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:35:02 UTC 2c9cf94e-ad9c-49f8-ad5a-4892a76398de,Drywall,Subcontractor,38 Fairfield Place,CN 2845,West Caldwell,NJ,07006,US,973-227-3555,,,,,deleted,2015-08-27 02:33:03.321546,1.0,,
598,a29fbea4-8a4d-4377-9436-905024baaa65,49df69ab-c266-4d49-951c-031b16f7a31f,Pass Security,Other,Subcontractor,,,,,,US,,,,,,,2015-08-27 02:33:22.021334,4.0,0.0,
599,b8b42eef-1b95-44c0-bdff-e1e28e939bdb,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:35:08 UTC ba922c94-2226-4b66-9e2a-cfb4d25c8e67,Other,Subcontractor,P.O. Box 929,,Taylor,SC,29867,US,864-608-2122,,Roperscapes LLC,,,deleted,2015-08-27 02:33:35.955448,1.0,,
600,88eb50a9-31c8-49a4-8701-dc0e7d988811,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:35:14 UTC 6a748f5e-45d6-44bf-bf5d-33d166df2f15,Electrical,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:38.881054,1.0,,
601,2e5a5ccf-5a2b-450c-a7a6-f4e9e4257598,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:35:22 UTC fd4f8f7c-e897-4659-b9f5-98995cf0e012,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:08.451458,1.0,,
602,cc68ec09-81f7-4778-ab85-eebf154ccf88,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:35:27 UTC f6d78447-cbf3-4203-8549-7c718e6b8c89,Specialties,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:30.80409,1.0,,
603,c9fed3ee-5038-484d-bf2c-07031890e614,49df69ab-c266-4d49-951c-031b16f7a31f,Concrete Strategies - Precast,Other,Subcontractor,,,,,,US,,,,,,,2015-08-27 02:33:12.965336,3.0,0.0,
604,49756964-7671-4083-968d-aa4364270783,49df69ab-c266-4d49-951c-031b16f7a31f,Bruce Concrete Construction,Other,Subcontractor,4401 State Route 162,,Granite City,IL,62040,US,618-931-3757,,,,,,2015-08-27 02:33:37.49005,1.0,0.0,
605,1c043f33-6968-4bcb-8283-fe4eea0c4ba2,49df69ab-c266-4d49-951c-031b16f7a31f,Kolb Grading L.L.C.,Earthwork,Subcontractor,,,,,,US,,,,,,,2015-08-27 02:33:27.876947,2.0,0.0,
606,af6091e0-060c-41da-b0e7-7b19fd6e5ecb,49df69ab-c266-4d49-951c-031b16f7a31f,Golterman and Sabo,Other,Subcontractor,,,,,,US,,,,,,,2015-08-27 02:33:16.157709,2.0,0.0,
607,3093ba60-f43e-4d7e-a402-c611a05df086,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2017-06-26 18:59:17 UTC 353b3f24-9a5e-4829-ab19-32ca18d7dc78,Drywall,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:09.955583,0.0,0.0,
608,4e779f71-161f-41ba-a793-1c7a4bfe2dc5,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2017-06-29 18:29:30 UTC 5b87b3e0-684d-458c-8094-1387399fe093,Specialties,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:26.439955,0.0,0.0,
609,c0741ee3-e4d9-426d-befd-0f4b2f4b3d48,49df69ab-c266-4d49-951c-031b16f7a31f,Kremer Davis Inc.,Other,Subcontractor,701 Papermill Hill Dr.,,Batavia,IL,60510,US,,,,,,,2015-08-27 02:33:25.655736,1.0,0.0,
610,870f0186-5ffd-45df-b952-a725a05f7e24,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:35:31 UTC 28cb2550-7ebe-4ed7-8f6d-590b686acf74,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:22.635482,1.0,,
611,61a4bc7c-9546-4f69-835f-e7469a2bf5ef,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:42:50 UTC eca0aae9-692d-43c2-98a8-eff0a989ad54,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:23.956549,1.0,,
612,0124df5c-4188-4f4f-8377-bc208b5623b1,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:43:08 UTC 0c85af54-7027-484b-a51a-264c5fc4014a,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:42.033309,1.0,,
613,dbb9e2b8-4bc8-4100-a195-b90c1409ef5c,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:43:15 UTC b4b8e130-1db9-4d10-bdd0-9710019233ee,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:14.290492,1.0,,
614,5a3a49fa-f343-4c9b-8dcc-afba1bac9d53,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2017-07-11 17:58:34 UTC 38d428e4-3ecb-4957-aaec-5cf4dc10b7be,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:13.77063,0.0,0.0,
615,fdb64fdc-3826-40d8-9360-65f5c36442e4,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:43:21 UTC 48c5b362-8211-4d04-8721-8a9537ee5433,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:23.075927,1.0,,
616,2f53c6f4-eb9d-4893-a0a6-f894941cb844,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:43:37 UTC 830918a5-d3e6-4fd8-9a3a-e3a9995702af,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:23.705398,1.0,,
617,2cc5d749-5da3-4f4c-8a63-06c09394b0d7,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:44:01 UTC d1287b2a-e77a-4af7-8aee-a73abb189afc,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:46.647867,1.0,,
618,7a1c7104-32c5-4cc8-822a-84005d49dce5,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:44:16 UTC fd9af079-516a-4f20-b57e-539ff009f641,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:47.02085,1.0,,
619,a914c0b5-9251-40e2-b5db-c74e2e864098,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:44:39 UTC cc960667-917b-419f-a07d-da9e27a5039c,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:46.514433,1.0,,
620,80d31d0c-857e-488d-858a-f9200808c259,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:44:48 UTC 8252b8db-c5f4-4c09-ad46-3438b1b0ca53,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:20.626793,1.0,,
621,41792d6a-6213-4328-960b-04705271b4a3,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-27 14:14:54 UTC 32889c77-e29e-40d5-b4a2-8d320be1d984,Other,Subcontractor,,,,,,US,3143618090,,,,,deleted,2015-08-27 02:33:30.282074,8.0,0.0,
622,cf67dca9-1a3b-47cb-a3c8-c61f22eb6b67,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:44:58 UTC 4255157c-552f-424f-9a81-7b48e7fb1d5c,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:11.767426,2.0,,
623,bd3f0b48-7b72-47ca-b857-de8c44160911,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:45:10 UTC afbba498-306e-4af6-a5f2-704216c39e3c,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:12.315205,1.0,,
624,f3ed1155-84a7-47f7-a678-4edace38bfb4,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:45:19 UTC 4c5436f4-9c80-4131-9813-9bb9236b4edb,Other,Subcontractor,11322 Lorraine Road,,Gulfport,MS,39503,US,228-832-9820,,,,,deleted,2015-08-27 02:34:09.313563,1.0,,
625,db0f26ea-a3d9-4992-8d2c-f2eccc6945c0,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:45:36 UTC f19d4eec-84fd-46de-a281-56741716383a,Other,Subcontractor,41 Sevier Lane,P.O. Box 219,Decaturville,TN,38329,US,731-852-2552,,,,,deleted,2015-08-27 02:34:08.903399,1.0,,
626,bc41c77f-b57a-40ac-96cd-2b7cd1c5663e,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:47:09 UTC 7374f96d-eb6e-42c4-827a-b23dbb3f4c28,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:48.541083,1.0,,
627,17c85543-5142-4cca-a10c-15b98d92e1f3,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:38:14 UTC 3af221bd-7380-495b-b639-3970b5a9db68,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:58.642999,1.0,,
628,2fec9faf-ca00-41d2-aab5-fe7d70ce7a91,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-27 14:20:01 UTC a5e4fee6-d0a7-40bd-9b5f-330a2a113123,Other,Subcontractor,,,,,,US,9056525203,,,,,deleted,2015-08-27 02:33:18.017167,1.0,0.0,
629,76c2924e-987e-4ca7-aa0c-ad7262adc70e,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-27 14:21:28 UTC f0e576d5-bf6c-4e2a-947b-5c0fc7dbe2fa,Other,Subcontractor,4245 South 143rd Street,Suite 6,Omaha,NE,68137,US,402-999-0356,,,,,deleted,2015-08-27 02:33:17.502852,1.0,0.0,
630,9f0d17fd-c40f-48a8-9f10-1019e129a559,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:38:20 UTC e3938b64-76ac-453a-85f9-477989244910,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:20.072722,1.0,,
631,6233678f-2d14-46d0-9e8c-381d28b248d0,49df69ab-c266-4d49-951c-031b16f7a31f,"ECS Carolinas, LLP",Other,Subcontractor,1200 Woodruff Road,Suite H-12,Greenville,SC,29607,US,864-987-1610,www.ecslimited.com,"ECS Carolinas, LLP",,,,2015-08-27 02:33:34.736966,2.0,0.0,
632,c6fd0fa5-e9ee-40d9-99d1-a2d36b753318,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:38:29 UTC 92f1fdf6-be44-4c48-b7a6-0061c56e2391,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:19.12565,1.0,,
633,09b461aa-8deb-46fd-bb02-962e5b1424d8,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:38:33 UTC d529da65-6df3-43de-b44f-7a5cc93adde1,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:24.090113,1.0,,
634,8642e998-8cb0-4b47-88a2-e0a2de1c6d8d,49df69ab-c266-4d49-951c-031b16f7a31f,Hyde & Associates,Metal Panels,Subcontractor,,,,,,US,,,,,,,2015-08-27 02:33:27.709825,2.0,0.0,
635,3753eb98-d6b5-4544-90fd-c5150615780d,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:38:41 UTC ecbeb691-e87e-4c46-b530-814f384a0ece,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:52.698057,1.0,,
636,85375b67-90b0-4933-8848-db1f73d1736e,49df69ab-c266-4d49-951c-031b16f7a31f,Amteck LLC,Other,Subcontractor,,,,,,US,,,,,,,2015-08-27 02:33:34.690368,9.0,0.0,
637,75cc7f89-6efa-41e6-8449-23acc6ceea05,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:39:49 UTC 032ba429-0025-40e1-9d3f-b5fb2df0e4d2,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:24.425305,1.0,,
638,8c03b36d-9181-43be-843e-5d27d073c728,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:47:37 UTC fa362d6b-449a-4c2f-a57a-143383f1adc3,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:23.45789,1.0,,
639,6e60a70b-a6fa-4382-b420-83049923447c,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:47:48 UTC 6f179a7c-a3d0-49e1-9fcb-bbe8dab86f69,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:38.989716,1.0,,
640,24202e63-8106-431c-a4a6-d45099814afd,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2017-07-07 20:00:29 UTC 397f3479-75b2-482f-bda3-0dae2b3cba96,Specialties,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:27.151938,0.0,0.0,
641,eff2f683-0a0d-4233-ab3c-04f1b8aaa340,49df69ab-c266-4d49-951c-031b16f7a31f,D & R Utility Construction,Other,Subcontractor,4519 Ogeechee Road,,Savannah,GA,31405,US,912-236-7669,,,,,,2015-08-27 02:34:01.973842,1.0,0.0,
642,200501ef-aaf5-4cf1-bfd3-efd916fcedb7,49df69ab-c266-4d49-951c-031b16f7a31f,U.S. Architectural Glass and Metal,Metals,Subcontractor,,,,,,US,,,,,,,2015-08-27 02:33:55.853201,1.0,0.0,
643,8b58d399-ff91-445a-acbb-ef17c7378f97,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:47:53 UTC 01733b0b-2dc3-45f1-91ac-e095a19fab64,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:52.502289,1.0,,
644,03c145bd-ddab-4454-ae31-e7145249ce24,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:48:05 UTC f1aa6318-81cc-4fc7-98f3-c78b439eb73f,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:34:00.587256,1.0,,
645,5680e5ac-9e39-43c7-a243-386d4e38581f,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:48:58 UTC aa27380a-313b-44e6-8cce-764ea08d1f4a,Other,Subcontractor,601 East Pratt Street,Suite 300,Baltimore,MD,11202,US,410-685-6655,www.designcollective.com,,,,deleted,2015-08-27 02:33:35.111168,1.0,,
646,44e44433-4df6-4b9e-be1f-09414164f658,49df69ab-c266-4d49-951c-031b16f7a31f,"Randall Retail Group, Inc.",Casework,Subcontractor,507 N. Raddant,,Betavia,IL,60510,US,,,,,,,2015-08-27 02:33:25.273283,1.0,0.0,
647,2d2358f0-3b1e-4282-a8ab-c943dc47aac1,49df69ab-c266-4d49-951c-031b16f7a31f,"ABM Commercial Flooring, Inc.",Finishes | Flooring,Subcontractor,,,,,,US,,,,,,,2015-08-27 02:33:33.934793,2.0,0.0,
648,1ef9f48e-84a1-4171-b514-a20b554b3a05,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:49:03 UTC 9b82047e-4514-4569-a6fe-95f3fbd04285,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:40.899853,1.0,,
649,e0174c0d-193d-4aaf-8de1-acdfa94c6040,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:49:29 UTC 1d96dec2-ca84-4391-81b4-1bc423bf0619,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:19.521909,1.0,,
650,37adae24-7201-4f52-a27a-52cae7a82bbe,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:49:38 UTC 2b890ef0-05d6-4bdb-8359-3653fe9e048c,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:21.101159,1.0,,
651,5824a5d3-c5a2-475b-9ac1-fb41804a19a5,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:50:51 UTC a39b7332-9b0a-4cb2-93af-2069ef362ab7,Other,Subcontractor,248 Old Sulphur Springs Road,,Manchester,MO,63021,US,636-391-7535,,,,,deleted,2015-08-27 02:33:41.836837,1.0,,
652,80d40b17-2cfa-48f0-a246-653f794cee63,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2017-07-12 17:10:46 UTC 973f12a6-e63d-401e-9105-b21d42dd7a25,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:34:07.699514,,,
653,f28f3198-7ddb-418f-b66c-dc6c98566a60,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:51:12 UTC 9a3bf6d9-fb61-4854-bac8-6972ee1d981f,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:49.750006,1.0,,
654,60e2af6f-dfa3-43ec-ae10-5392e57a6636,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:51:26 UTC e5144ecc-943a-48bb-b5e0-51fb31aa8737,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:46.495523,1.0,,
655,24c54c12-feb8-4a01-ba63-465daa52aa47,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-27 14:37:53 UTC ec334c85-fc72-48ca-a759-1772f8c95db7,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:34:13.279629,1.0,0.0,
656,6e373d67-a258-40ce-ad11-de1e9f27b8d9,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2017-07-12 15:52:29 UTC ba60d761-48eb-414d-a51c-9f21005db765,Waterproofing,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:33:28.647525,0.0,0.0,
657,2bd5cee3-2c23-4b54-89cf-cdeed1404ac1,49df69ab-c266-4d49-951c-031b16f7a31f,removed at 2018-06-25 21:51:37 UTC 6bbba5ff-df46-4406-b194-a7f2258db5b0,Other,Subcontractor,,,,,,US,,,,,,deleted,2015-08-27 02:34:21.168017,1.0,,
